digital_computer_id,digital_computer_name,digital_computer_nickname,date_invented,date_released,developer,region,model_image,model_cdn_link,source_ids,source_page_references,primary_source_ids,primary_source_page_references
DCOMPID0,,,,,,,,,,,,
